Temperature (K)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
54.361	6.2500	1312.9	0.00076168	-6.2206	-6.0683	66.476	37.781	52.792	1142.7	-0.38541	811.84	0.20408	liquid
55.820	6.2500	1307.0	0.00076512	-6.1442	-5.9912	67.875	36.719	52.839	1148.4	-0.38220	751.17	0.20212	liquid
57.280	6.2500	1300.9	0.00076868	-6.0678	-5.9140	69.240	35.933	52.935	1149.9	-0.37910	696.21	0.20016	liquid
58.739	6.2500	1294.8	0.00077233	-5.9912	-5.8367	70.573	35.330	53.040	1148.1	-0.37628	646.51	0.19818	liquid
60.199	6.2500	1288.6	0.00077606	-5.9144	-5.7592	71.876	34.849	53.134	1143.8	-0.37379	601.58	0.19620	liquid
61.658	6.2500	1282.3	0.00077986	-5.8376	-5.6816	73.149	34.452	53.209	1137.7	-0.37160	560.96	0.19422	liquid
63.117	6.2500	1276.0	0.00078373	-5.7607	-5.6039	74.395	34.111	53.262	1130.2	-0.36967	524.21	0.19223	liquid
64.577	6.2500	1269.6	0.00078765	-5.6837	-5.5262	75.613	33.810	53.296	1121.7	-0.36793	490.92	0.19025	liquid
66.036	6.2500	1263.2	0.00079163	-5.6067	-5.4484	76.804	33.535	53.314	1112.4	-0.36633	460.72	0.18827	liquid
67.496	6.2500	1256.8	0.00079566	-5.5297	-5.3706	77.969	33.278	53.318	1102.6	-0.36482	433.28	0.18629	liquid
68.955	6.2500	1250.4	0.00079975	-5.4527	-5.2928	79.110	33.036	53.312	1092.5	-0.36334	408.30	0.18430	liquid
70.414	6.2500	1244.0	0.00080389	-5.3757	-5.2150	80.226	32.803	53.300	1082.0	-0.36186	385.52	0.18232	liquid
71.874	6.2500	1237.5	0.00080809	-5.2988	-5.1372	81.320	32.578	53.285	1071.3	-0.36034	364.70	0.18034	liquid
73.333	6.2500	1231.0	0.00081234	-5.2219	-5.0594	82.390	32.359	53.268	1060.5	-0.35875	345.63	0.17836	liquid
74.793	6.2500	1224.5	0.00081665	-5.1450	-4.9817	83.440	32.144	53.253	1049.6	-0.35705	328.13	0.17638	liquid
76.252	6.2500	1218.0	0.00082102	-5.0682	-4.9040	84.469	31.934	53.240	1038.6	-0.35523	312.04	0.17439	liquid
77.711	6.2500	1211.5	0.00082545	-4.9914	-4.8263	85.478	31.728	53.232	1027.6	-0.35327	297.20	0.17241	liquid
79.171	6.2500	1204.9	0.00082995	-4.9146	-4.7486	86.469	31.526	53.230	1016.6	-0.35114	283.50	0.17043	liquid
80.630	6.2500	1198.3	0.00083452	-4.8378	-4.6710	87.441	31.327	53.234	1005.5	-0.34884	270.81	0.16844	liquid
82.090	6.2500	1191.7	0.00083916	-4.7611	-4.5933	88.396	31.132	53.246	994.42	-0.34634	259.05	0.16645	liquid
83.549	6.2500	1185.0	0.00084387	-4.6843	-4.5155	89.334	30.940	53.266	983.34	-0.34363	248.10	0.16446	liquid
85.008	6.2500	1178.3	0.00084865	-4.6075	-4.4378	90.257	30.752	53.295	972.25	-0.34070	237.91	0.16247	liquid
86.468	6.2500	1171.6	0.00085352	-4.5307	-4.3600	91.164	30.567	53.333	961.15	-0.33754	228.39	0.16047	liquid
87.927	6.2500	1164.9	0.00085848	-4.4538	-4.2821	92.057	30.385	53.381	950.03	-0.33413	219.49	0.15847	liquid
89.387	6.2500	1158.1	0.00086352	-4.3769	-4.2042	92.937	30.207	53.439	938.91	-0.33047	211.14	0.15647	liquid
90.846	6.2500	1151.2	0.00086865	-4.2998	-4.1261	93.803	30.032	53.508	927.77	-0.32653	203.29	0.15446	liquid
92.305	6.2500	1144.3	0.00087389	-4.2227	-4.0480	94.656	29.861	53.587	916.61	-0.32231	195.90	0.15245	liquid
93.765	6.2500	1137.4	0.00087922	-4.1455	-3.9697	95.497	29.693	53.678	905.43	-0.31779	188.93	0.15044	liquid
95.224	6.2500	1130.4	0.00088466	-4.0682	-3.8913	96.327	29.528	53.780	894.22	-0.31295	182.35	0.14843	liquid
96.684	6.2500	1123.3	0.00089022	-3.9908	-3.8127	97.146	29.366	53.895	882.99	-0.30779	176.11	0.14641	liquid
98.143	6.2500	1116.2	0.00089589	-3.9132	-3.7340	97.954	29.208	54.021	871.71	-0.30227	170.19	0.14438	liquid
99.602	6.2500	1109.0	0.00090169	-3.8354	-3.6550	98.753	29.053	54.161	860.40	-0.29639	164.56	0.14236	liquid
101.06	6.2500	1101.8	0.00090761	-3.7574	-3.5759	99.542	28.901	54.314	849.05	-0.29012	159.21	0.14033	liquid
102.52	6.2500	1094.5	0.00091368	-3.6792	-3.4965	100.32	28.753	54.481	837.64	-0.28345	154.10	0.13830	liquid
103.98	6.2500	1087.1	0.00091989	-3.6008	-3.4169	101.09	28.607	54.663	826.19	-0.27633	149.21	0.13626	liquid
105.44	6.2500	1079.6	0.00092625	-3.5222	-3.3369	101.86	28.465	54.860	814.67	-0.26876	144.54	0.13422	liquid
106.90	6.2500	1072.1	0.00093278	-3.4433	-3.2567	102.61	28.326	55.073	803.09	-0.26069	140.05	0.13219	liquid
108.36	6.2500	1064.4	0.00093947	-3.3641	-3.1762	103.36	28.190	55.303	791.44	-0.25209	135.75	0.13015	liquid
109.82	6.2500	1056.7	0.00094635	-3.2846	-3.0953	104.10	28.058	55.552	779.72	-0.24294	131.61	0.12811	liquid
111.28	6.2500	1048.9	0.00095342	-3.2047	-3.0140	104.84	27.928	55.820	767.92	-0.23318	127.63	0.12607	liquid
112.74	6.2500	1040.9	0.00096069	-3.1245	-2.9324	105.57	27.802	56.108	756.03	-0.22277	123.78	0.12403	liquid
114.20	6.2500	1032.9	0.00096818	-3.0439	-2.8503	106.29	27.679	56.419	744.05	-0.21167	120.07	0.12198	liquid
115.66	6.2500	1024.7	0.00097591	-2.9629	-2.7677	107.01	27.559	56.754	731.96	-0.19981	116.48	0.11993	liquid
117.12	6.2500	1016.4	0.00098387	-2.8814	-2.6846	107.72	27.443	57.115	719.77	-0.18714	113.01	0.11788	liquid
118.57	6.2500	1008.0	0.00099211	-2.7994	-2.6010	108.43	27.331	57.504	707.47	-0.17358	109.64	0.11583	liquid
120.03	6.2500	999.38	0.0010006	-2.7169	-2.5167	109.14	27.222	57.924	695.03	-0.15906	106.37	0.11378	liquid
121.49	6.2500	990.64	0.0010094	-2.6338	-2.4319	109.84	27.116	58.378	682.47	-0.14347	103.19	0.11172	liquid
122.95	6.2500	981.74	0.0010186	-2.5500	-2.3463	110.54	27.015	58.869	669.76	-0.12674	100.10	0.10967	liquid
124.41	6.2500	972.67	0.0010281	-2.4656	-2.2600	111.24	26.918	59.402	656.90	-0.10873	97.088	0.10761	liquid
125.87	6.2500	963.40	0.0010380	-2.3805	-2.1729	111.93	26.825	59.980	643.87	-0.089308	94.152	0.10555	liquid
127.33	6.2500	953.92	0.0010483	-2.2946	-2.0849	112.63	26.736	60.611	630.66	-0.068333	91.287	0.10349	liquid
128.79	6.2500	944.23	0.0010591	-2.2078	-1.9960	113.32	26.653	61.299	617.25	-0.045621	88.487	0.10143	liquid
130.25	6.2500	934.28	0.0010703	-2.1200	-1.9060	114.02	26.574	62.053	603.64	-0.020969	85.747	0.099363	liquid
131.71	6.2500	924.08	0.0010822	-2.0313	-1.8148	114.71	26.501	62.882	589.79	0.0058669	83.064	0.097297	liquid
133.17	6.2500	913.58	0.0010946	-1.9413	-1.7224	115.41	26.435	63.797	575.70	0.035170	80.432	0.095229	liquid
134.63	6.2500	902.76	0.0011077	-1.8501	-1.6286	116.11	26.375	64.812	561.33	0.067281	77.847	0.093157	liquid
136.09	6.2500	891.59	0.0011216	-1.7575	-1.5332	116.82	26.322	65.944	546.66	0.10260	75.305	0.091082	liquid
137.55	6.2500	880.02	0.0011363	-1.6633	-1.4360	117.53	26.278	67.213	531.66	0.14163	72.802	0.089003	liquid
139.01	6.2500	868.01	0.0011521	-1.5673	-1.3369	118.24	26.244	68.646	516.30	0.18497	70.331	0.086917	liquid
140.47	6.2500	855.49	0.0011689	-1.4693	-1.2356	118.97	26.220	70.279	500.53	0.23337	67.888	0.084825	liquid
141.92	6.2500	842.41	0.0011871	-1.3691	-1.1317	119.71	26.209	72.154	484.30	0.28775	65.466	0.082723	liquid
143.38	6.2500	828.67	0.0012068	-1.2662	-1.0248	120.45	26.212	74.331	467.56	0.34931	63.060	0.080610	liquid
144.84	6.2500	814.16	0.0012283	-1.1602	-0.91452	121.22	26.233	76.891	450.24	0.41958	60.660	0.078480	liquid
146.30	6.2500	798.74	0.0012520	-1.0505	-0.80014	122.01	26.276	79.948	432.27	0.50058	58.257	0.076332	liquid
147.76	6.2500	782.23	0.0012784	-0.93652	-0.68085	122.82	26.346	83.663	413.53	0.59503	55.838	0.074157	liquid
149.22	6.2500	764.39	0.0013082	-0.81715	-0.55551	123.66	26.451	88.282	393.92	0.70671	53.387	0.071950	liquid
150.68	6.2500	744.86	0.0013425	-0.69105	-0.42255	124.55	26.601	94.192	373.28	0.84100	50.883	0.069700	liquid
152.14	6.2500	723.15	0.0013828	-0.55621	-0.27965	125.49	26.815	102.04	351.41	1.0060	48.293	0.067395	liquid
153.60	6.2500	698.48	0.0014317	-0.40954	-0.12321	126.51	27.121	113.01	327.99	1.2146	45.571	0.065021	liquid
155.06	6.2500	669.55	0.0014935	-0.24585	0.052846	127.66	27.573	129.49	302.55	1.4888	42.638	0.062565	supercritical
156.52	6.2500	633.94	0.0015774	-0.055472	0.26000	128.98	28.278	157.04	274.31	1.8700	39.350	0.060019	supercritical
157.98	6.2500	586.45	0.0017052	0.18252	0.52354	130.66	29.483	210.82	242.20	2.4449	35.415	0.057377	supercritical
159.44	6.2500	515.20	0.0019410	0.51826	0.90645	133.07	31.544	327.16	208.01	3.3774	30.245	0.054229	supercritical
160.90	6.2500	418.64	0.0023887	0.97784	1.4556	136.50	32.513	377.82	190.48	4.5685	24.339	0.047895	supercritical
162.36	6.2500	350.68	0.0028516	1.3419	1.9122	139.33	30.760	250.51	192.27	5.3444	20.922	0.040452	supercritical
163.82	6.2500	312.20	0.0032031	1.5766	2.2172	141.20	29.178	176.30	196.50	5.7303	19.309	0.035922	supercritical
165.28	6.2500	287.03	0.0034840	1.7471	2.4438	142.57	28.083	138.05	200.42	5.9255	18.407	0.033137	supercritical
166.73	6.2500	268.64	0.0037225	1.8831	2.6276	143.68	27.297	115.51	203.95	6.0206	17.837	0.031256	supercritical
168.19	6.2500	254.25	0.0039331	1.9981	2.7847	144.62	26.700	100.76	207.19	6.0579	17.450	0.029894	supercritical
169.65	6.2500	242.49	0.0041238	2.0990	2.9238	145.44	26.225	90.353	210.20	6.0594	17.176	0.028861	supercritical
171.11	6.2500	232.57	0.0042997	2.1898	3.0497	146.18	25.834	82.610	213.04	6.0376	16.978	0.028052	supercritical
172.57	6.2500	224.02	0.0044639	2.2730	3.1657	146.86	25.501	76.614	215.74	6.0002	16.833	0.027403	supercritical
174.03	6.2500	216.51	0.0046188	2.3502	3.2739	147.48	25.213	71.825	218.31	5.9523	16.728	0.026873	supercritical
175.49	6.2500	209.82	0.0047660	2.4227	3.3758	148.07	24.958	67.908	220.79	5.8971	16.652	0.026435	supercritical
176.95	6.2500	203.81	0.0049066	2.4912	3.4725	148.61	24.731	64.639	223.18	5.8369	16.600	0.026070	supercritical
178.41	6.2500	198.35	0.0050417	2.5564	3.5647	149.13	24.525	61.867	225.48	5.7733	16.567	0.025764	supercritical
179.87	6.2500	193.35	0.0051719	2.6189	3.6532	149.63	24.338	59.485	227.72	5.7075	16.548	0.025505	supercritical
181.33	6.2500	188.75	0.0052979	2.6790	3.7385	150.10	24.167	57.415	229.89	5.6402	16.542	0.025287	supercritical
182.79	6.2500	184.49	0.0054202	2.7369	3.8209	150.55	24.010	55.598	232.00	5.5721	16.547	0.025102	supercritical
184.25	6.2500	180.53	0.0055392	2.7931	3.9009	150.99	23.865	53.990	234.06	5.5037	16.560	0.024945	supercritical
185.71	6.2500	176.83	0.0056552	2.8476	3.9786	151.41	23.730	52.556	236.06	5.4353	16.580	0.024814	supercritical
187.17	6.2500	173.36	0.0057685	2.9007	4.0544	151.81	23.605	51.270	238.02	5.3672	16.607	0.024704	supercritical
188.63	6.2500	170.09	0.0058793	2.9525	4.1283	152.21	23.488	50.109	239.93	5.2995	16.639	0.024612	supercritical
190.09	6.2500	167.00	0.0059880	3.0031	4.2007	152.59	23.379	49.055	241.80	5.2325	16.676	0.024537	supercritical
191.54	6.2500	164.08	0.0060945	3.0527	4.2715	152.96	23.277	48.095	243.64	5.1662	16.718	0.024476	supercritical
193.00	6.2500	161.31	0.0061992	3.1013	4.3411	153.32	23.181	47.217	245.43	5.1007	16.763	0.024428	supercritical
194.46	6.2500	158.68	0.0063021	3.1490	4.4094	153.68	23.091	46.410	247.19	5.0360	16.811	0.024391	supercritical
195.92	6.2500	156.17	0.0064035	3.1959	4.4766	154.02	23.007	45.667	248.92	4.9724	16.862	0.024365	supercritical
197.38	6.2500	153.77	0.0065033	3.2421	4.5427	154.36	22.928	44.979	250.62	4.9096	16.915	0.024348	supercritical
198.84	6.2500	151.48	0.0066017	3.2876	4.6079	154.69	22.853	44.342	252.29	4.8479	16.971	0.024339	supercritical
200.30	6.2500	149.28	0.0066988	3.3324	4.6722	155.01	22.782	43.749	253.93	4.7871	17.029	0.024337	supercritical
201.76	6.2500	147.17	0.0067947	3.3767	4.7356	155.32	22.716	43.197	255.54	4.7274	17.088	0.024343	supercritical
203.22	6.2500	145.15	0.0068895	3.4204	4.7983	155.63	22.653	42.681	257.13	4.6686	17.150	0.024355	supercritical
204.68	6.2500	143.20	0.0069831	3.4636	4.8602	155.94	22.593	42.198	258.70	4.6109	17.212	0.024372	supercritical
206.14	6.2500	141.33	0.0070758	3.5063	4.9214	156.23	22.537	41.745	260.24	4.5541	17.277	0.024394	supercritical
207.60	6.2500	139.52	0.0071675	3.5486	4.9821	156.53	22.484	41.319	261.76	4.4983	17.342	0.024422	supercritical
209.06	6.2500	137.77	0.0072583	3.5905	5.0421	156.82	22.433	40.918	263.26	4.4434	17.408	0.024453	supercritical
210.52	6.2500	136.09	0.0073482	3.6319	5.1015	157.10	22.385	40.540	264.74	4.3896	17.476	0.024489	supercritical
211.98	6.2500	134.46	0.0074373	3.6730	5.1604	157.38	22.340	40.184	266.19	4.3366	17.544	0.024529	supercritical
213.44	6.2500	132.88	0.0075256	3.7137	5.2188	157.65	22.297	39.846	267.63	4.2846	17.613	0.024572	supercritical
214.89	6.2500	131.35	0.0076131	3.7541	5.2767	157.92	22.256	39.526	269.06	4.2335	17.683	0.024618	supercritical
216.35	6.2500	129.87	0.0077000	3.7942	5.3342	158.19	22.217	39.223	270.46	4.1832	17.753	0.024667	supercritical
217.81	6.2500	128.43	0.0077862	3.8340	5.3912	158.45	22.180	38.936	271.85	4.1338	17.824	0.024719	supercritical
219.27	6.2500	127.04	0.0078718	3.8735	5.4478	158.71	22.144	38.662	273.22	4.0853	17.896	0.024773	supercritical
220.73	6.2500	125.68	0.0079567	3.9128	5.5041	158.97	22.111	38.402	274.57	4.0376	17.968	0.024830	supercritical
222.19	6.2500	124.36	0.0080411	3.9518	5.5599	159.22	22.079	38.154	275.92	3.9907	18.041	0.024889	supercritical
223.65	6.2500	123.08	0.0081249	3.9905	5.6154	159.47	22.049	37.917	277.24	3.9446	18.114	0.024950	supercritical
225.11	6.2500	121.83	0.0082081	4.0290	5.6706	159.71	22.020	37.692	278.55	3.8993	18.188	0.025014	supercritical
226.57	6.2500	120.62	0.0082908	4.0673	5.7254	159.96	21.992	37.476	279.85	3.8547	18.261	0.025079	supercritical
228.03	6.2500	119.43	0.0083731	4.1054	5.7800	160.20	21.966	37.270	281.14	3.8109	18.336	0.025145	supercritical
229.49	6.2500	118.28	0.0084548	4.1433	5.8342	160.43	21.941	37.073	282.41	3.7678	18.410	0.025214	supercritical
230.95	6.2500	117.15	0.0085361	4.1810	5.8882	160.67	21.917	36.884	283.67	3.7254	18.485	0.025284	supercritical
232.41	6.2500	116.05	0.0086170	4.2186	5.9419	160.90	21.894	36.703	284.92	3.6837	18.560	0.025355	supercritical
233.87	6.2500	114.98	0.0086974	4.2559	5.9953	161.13	21.873	36.529	286.16	3.6426	18.635	0.025428	supercritical
235.33	6.2500	113.93	0.0087774	4.2931	6.0485	161.36	21.852	36.363	287.38	3.6022	18.710	0.025502	supercritical
236.79	6.2500	112.90	0.0088571	4.3301	6.1015	161.58	21.832	36.203	288.59	3.5625	18.786	0.025577	supercritical
238.25	6.2500	111.90	0.0089363	4.3670	6.1542	161.80	21.814	36.049	289.80	3.5234	18.862	0.025654	supercritical
239.70	6.2500	110.92	0.0090152	4.4037	6.2067	162.02	21.796	35.901	290.99	3.4849	18.937	0.025731	supercritical
241.16	6.2500	109.97	0.0090937	4.4403	6.2590	162.24	21.779	35.759	292.17	3.4470	19.013	0.025809	supercritical
242.62	6.2500	109.03	0.0091719	4.4768	6.3111	162.45	21.762	35.622	293.35	3.4097	19.089	0.025889	supercritical
244.08	6.2500	108.11	0.0092497	4.5131	6.3630	162.67	21.747	35.491	294.51	3.3730	19.166	0.025969	supercritical
245.54	6.2500	107.21	0.0093272	4.5493	6.4147	162.88	21.732	35.364	295.66	3.3368	19.242	0.026050	supercritical
247.00	6.2500	106.33	0.0094044	4.5854	6.4662	163.09	21.718	35.241	296.81	3.3012	19.318	0.026133	supercritical
248.46	6.2500	105.47	0.0094813	4.6213	6.5175	163.30	21.705	35.123	297.94	3.2661	19.395	0.026215	supercritical
249.92	6.2500	104.63	0.0095579	4.6572	6.5687	163.50	21.693	35.009	299.07	3.2315	19.471	0.026299	supercritical
251.38	6.2500	103.80	0.0096342	4.6929	6.6197	163.70	21.681	34.899	300.19	3.1974	19.548	0.026383	supercritical
252.84	6.2500	102.98	0.0097103	4.7286	6.6706	163.91	21.669	34.793	301.30	3.1639	19.624	0.026468	supercritical
254.30	6.2500	102.19	0.0097861	4.7641	6.7213	164.11	21.658	34.690	302.40	3.1308	19.701	0.026554	supercritical
255.76	6.2500	101.40	0.0098616	4.7996	6.7718	164.30	21.648	34.591	303.49	3.0982	19.777	0.026640	supercritical
257.22	6.2500	100.64	0.0099368	4.8349	6.8222	164.50	21.639	34.495	304.58	3.0661	19.854	0.026727	supercritical
258.68	6.2500	99.882	0.010012	4.8702	6.8725	164.70	21.630	34.402	305.66	3.0344	19.931	0.026814	supercritical
260.14	6.2500	99.141	0.010087	4.9054	6.9226	164.89	21.621	34.313	306.73	3.0032	20.007	0.026902	supercritical
261.60	6.2500	98.414	0.010161	4.9405	6.9727	165.08	21.613	34.226	307.79	2.9724	20.084	0.026990	supercritical
263.05	6.2500	97.700	0.010235	4.9755	7.0225	165.27	21.605	34.142	308.85	2.9420	20.160	0.027079	supercritical
264.51	6.2500	96.998	0.010310	5.0105	7.0723	165.46	21.598	34.061	309.90	2.9121	20.237	0.027168	supercritical
265.97	6.2500	96.307	0.010383	5.0454	7.1220	165.65	21.591	33.982	310.94	2.8825	20.313	0.027258	supercritical
267.43	6.2500	95.629	0.010457	5.0802	7.1715	165.83	21.585	33.906	311.97	2.8534	20.390	0.027348	supercritical
268.89	6.2500	94.962	0.010531	5.1149	7.2209	166.02	21.579	33.832	313.00	2.8246	20.466	0.027438	supercritical
270.35	6.2500	94.306	0.010604	5.1496	7.2702	166.20	21.574	33.760	314.03	2.7963	20.543	0.027529	supercritical
271.81	6.2500	93.660	0.010677	5.1842	7.3195	166.38	21.569	33.691	315.04	2.7683	20.619	0.027620	supercritical
273.27	6.2500	93.025	0.010750	5.2187	7.3686	166.56	21.564	33.623	316.05	2.7407	20.695	0.027712	supercritical
274.73	6.2500	92.400	0.010822	5.2532	7.4176	166.74	21.560	33.558	317.06	2.7134	20.772	0.027803	supercritical
276.19	6.2500	91.785	0.010895	5.2876	7.4665	166.92	21.556	33.495	318.05	2.6865	20.848	0.027896	supercritical
277.65	6.2500	91.180	0.010967	5.3220	7.5154	167.09	21.552	33.433	319.04	2.6599	20.924	0.027988	supercritical
279.11	6.2500	90.584	0.011039	5.3563	7.5641	167.27	21.549	33.373	320.03	2.6337	21.000	0.028081	supercritical
280.57	6.2500	89.997	0.011111	5.3906	7.6128	167.44	21.546	33.316	321.01	2.6078	21.076	0.028174	supercritical
282.03	6.2500	89.419	0.011183	5.4248	7.6614	167.62	21.544	33.259	321.98	2.5823	21.152	0.028267	supercritical
283.49	6.2500	88.849	0.011255	5.4589	7.7099	167.79	21.542	33.205	322.95	2.5571	21.228	0.028360	supercritical
284.95	6.2500	88.288	0.011327	5.4931	7.7583	167.96	21.540	33.152	323.92	2.5321	21.304	0.028454	supercritical
286.41	6.2500	87.735	0.011398	5.5271	7.8066	168.13	21.538	33.101	324.87	2.5075	21.380	0.028548	supercritical
287.86	6.2500	87.191	0.011469	5.5612	7.8549	168.29	21.537	33.051	325.83	2.4832	21.455	0.028642	supercritical
289.32	6.2500	86.654	0.011540	5.5951	7.9031	168.46	21.536	33.002	326.77	2.4592	21.531	0.028736	supercritical
290.78	6.2500	86.124	0.011611	5.6291	7.9512	168.63	21.535	32.955	327.72	2.4355	21.607	0.028830	supercritical
292.24	6.2500	85.602	0.011682	5.6630	7.9993	168.79	21.535	32.910	328.65	2.4120	21.682	0.028925	supercritical
293.70	6.2500	85.088	0.011753	5.6969	8.0473	168.96	21.535	32.865	329.59	2.3889	21.757	0.029020	supercritical
295.16	6.2500	84.580	0.011823	5.7307	8.0952	169.12	21.535	32.822	330.51	2.3660	21.833	0.029115	supercritical
296.62	6.2500	84.079	0.011894	5.7645	8.1431	169.28	21.535	32.781	331.44	2.3434	21.908	0.029210	supercritical
298.08	6.2500	83.586	0.011964	5.7982	8.1909	169.44	21.536	32.740	332.36	2.3211	21.983	0.029305	supercritical
299.54	6.2500	83.099	0.012034	5.8320	8.2386	169.60	21.537	32.701	333.27	2.2990	22.058	0.029400	supercritical
301.00	6.2500	82.618	0.012104	5.8656	8.2863	169.76	21.538	32.662	334.18	2.2772	22.133	0.029495	supercritical
302.46	6.2500	82.143	0.012174	5.8993	8.3340	169.92	21.540	32.625	335.08	2.2556	22.208	0.029590	supercritical
303.92	6.2500	81.675	0.012244	5.9329	8.3816	170.08	21.541	32.589	335.98	2.2343	22.283	0.029686	supercritical
305.38	6.2500	81.213	0.012313	5.9665	8.4291	170.23	21.543	32.554	336.88	2.2132	22.358	0.029781	supercritical
306.84	6.2500	80.757	0.012383	6.0001	8.4766	170.39	21.545	32.520	337.77	2.1923	22.432	0.029876	supercritical
308.30	6.2500	80.307	0.012452	6.0337	8.5240	170.54	21.548	32.487	338.65	2.1717	22.507	0.029970	supercritical
309.76	6.2500	79.862	0.012522	6.0672	8.5714	170.69	21.550	32.455	339.54	2.1513	22.581	0.030063	supercritical
311.22	6.2500	79.423	0.012591	6.1007	8.6187	170.85	21.553	32.423	340.42	2.1312	22.655	0.030160	supercritical
312.67	6.2500	78.989	0.012660	6.1342	8.6660	171.00	21.556	32.393	341.29	2.1113	22.730	0.030258	supercritical
314.13	6.2500	78.561	0.012729	6.1676	8.7133	171.15	21.559	32.364	342.16	2.0915	22.804	0.030356	supercritical
315.59	6.2500	78.138	0.012798	6.2010	8.7605	171.30	21.563	32.335	343.03	2.0721	22.878	0.030453	supercritical
317.05	6.2500	77.720	0.012867	6.2344	8.8077	171.45	21.566	32.307	343.89	2.0528	22.952	0.030551	supercritical
318.51	6.2500	77.307	0.012935	6.2678	8.8548	171.60	21.570	32.280	344.75	2.0337	23.026	0.030649	supercritical
319.97	6.2500	76.899	0.013004	6.3012	8.9019	171.74	21.574	32.254	345.60	2.0148	23.099	0.030747	supercritical
321.43	6.2500	76.496	0.013073	6.3345	8.9490	171.89	21.579	32.229	346.45	1.9962	23.173	0.030845	supercritical
322.89	6.2500	76.098	0.013141	6.3679	8.9960	172.04	21.583	32.205	347.30	1.9777	23.247	0.030943	supercritical
324.35	6.2500	75.704	0.013209	6.4012	9.0430	172.18	21.588	32.181	348.14	1.9594	23.320	0.031041	supercritical
325.81	6.2500	75.315	0.013278	6.4345	9.0899	172.33	21.592	32.158	348.98	1.9414	23.393	0.031139	supercritical
327.27	6.2500	74.930	0.013346	6.4678	9.1368	172.47	21.597	32.135	349.82	1.9235	23.467	0.031237	supercritical
328.73	6.2500	74.550	0.013414	6.5010	9.1837	172.61	21.603	32.114	350.65	1.9058	23.540	0.031335	supercritical
330.19	6.2500	74.174	0.013482	6.5343	9.2305	172.75	21.608	32.093	351.48	1.8883	23.613	0.031433	supercritical
331.65	6.2500	73.802	0.013550	6.5675	9.2774	172.90	21.613	32.072	352.31	1.8709	23.686	0.031531	supercritical
333.11	6.2500	73.435	0.013618	6.6007	9.3242	173.04	21.619	32.053	353.13	1.8538	23.759	0.031630	supercritical
334.57	6.2500	73.071	0.013685	6.6340	9.3709	173.18	21.625	32.034	353.95	1.8368	23.832	0.031728	supercritical
336.02	6.2500	72.711	0.013753	6.6672	9.4177	173.32	21.631	32.015	354.77	1.8200	23.904	0.031826	supercritical
337.48	6.2500	72.356	0.013821	6.7004	9.4644	173.46	21.637	31.997	355.58	1.8033	23.977	0.031924	supercritical
338.94	6.2500	72.004	0.013888	6.7335	9.5111	173.59	21.644	31.980	356.39	1.7869	24.049	0.032023	supercritical
340.40	6.2500	71.656	0.013956	6.7667	9.5577	173.73	21.650	31.963	357.19	1.7706	24.122	0.032121	supercritical
341.86	6.2500	71.312	0.014023	6.7999	9.6043	173.87	21.657	31.947	358.00	1.7544	24.194	0.032219	supercritical
343.32	6.2500	70.971	0.014090	6.8330	9.6510	174.00	21.663	31.932	358.80	1.7385	24.266	0.032317	supercritical
344.78	6.2500	70.634	0.014158	6.8662	9.6976	174.14	21.670	31.916	359.59	1.7226	24.338	0.032416	supercritical
346.24	6.2500	70.300	0.014225	6.8993	9.7441	174.27	21.678	31.902	360.39	1.7070	24.410	0.032514	supercritical
347.70	6.2500	69.970	0.014292	6.9324	9.7907	174.41	21.685	31.888	361.18	1.6915	24.482	0.032612	supercritical
349.16	6.2500	69.644	0.014359	6.9655	9.8372	174.54	21.692	31.874	361.96	1.6761	24.554	0.032711	supercritical
350.62	6.2500	69.320	0.014426	6.9987	9.8837	174.67	21.700	31.861	362.75	1.6609	24.625	0.032809	supercritical
352.08	6.2500	69.000	0.014493	7.0318	9.9302	174.81	21.707	31.849	363.53	1.6458	24.697	0.032907	supercritical
353.54	6.2500	68.684	0.014559	7.0649	9.9767	174.94	21.715	31.837	364.31	1.6309	24.769	0.033006	supercritical
355.00	6.2500	68.370	0.014626	7.0980	10.023	175.07	21.723	31.825	365.08	1.6162	24.840	0.033104	supercritical
356.46	6.2500	68.060	0.014693	7.1311	10.070	175.20	21.731	31.814	365.86	1.6015	24.911	0.033202	supercritical
