Temperature (K),Pressure (MPa),Density (kg/m3),Volume (m3/kg),Internal Energy (kJ/mol),Enthalpy (kJ/mol),Entropy (J/mol*K),Cv (J/mol*K),Cp (J/mol*K),Sound Spd. (m/s),Joule-Thomson (K/MPa),Viscosity (uPa*s),Therm. Cond. (W/m*K),Phase
714.01,10,52.406,0.019082,15.522,21.628,193.59,24.885,33.698,515.83,0.0066518,40.383,0.056664,supercritical
715.47,10,52.299,0.019121,15.559,21.677,193.66,24.897,33.707,516.31,0.0042329,40.436,0.05675,supercritical
716.93,10,52.192,0.01916,15.596,21.727,193.72,24.908,33.716,516.79,0.0018266,40.489,0.056835,supercritical
718.39,10,52.086,0.019199,15.632,21.776,193.79,24.919,33.724,517.26,-0.00056707,40.542,0.056921,supercritical
719.85,10,51.981,0.019238,15.669,21.825,193.86,24.93,33.733,517.74,-0.0029483,40.595,0.057006,supercritical
721.31,10,51.875,0.019277,15.706,21.874,193.93,24.941,33.742,518.21,-0.0053171,40.647,0.057092,supercritical
722.77,10,51.771,0.019316,15.743,21.924,194,24.952,33.751,518.68,-0.0076736,40.7,0.057178,supercritical
724.22,10,51.666,0.019355,15.779,21.973,194.07,24.963,33.76,519.16,-0.010018,40.753,0.057263,supercritical
725.68,10,51.563,0.019394,15.816,22.022,194.13,24.975,33.768,519.63,-0.01235,40.805,0.057348,supercritical
727.14,10,51.459,0.019433,15.853,22.071,194.2,24.986,33.777,520.1,-0.01467,40.858,0.057434,supercritical
728.6,10,51.356,0.019472,15.89,22.121,194.27,24.997,33.786,520.57,-0.016978,40.91,0.057519,supercritical
730.06,10,51.254,0.019511,15.927,22.17,194.34,25.008,33.794,521.04,-0.019274,40.963,0.057605,supercritical
731.52,10,51.152,0.01955,15.964,22.219,194.4,25.018,33.803,521.51,-0.021559,41.015,0.05769,supercritical
732.98,10,51.05,0.019589,16.001,22.269,194.47,25.029,33.812,521.98,-0.023832,41.067,0.057775,supercritical
734.44,10,50.949,0.019628,16.037,22.318,194.54,25.04,33.821,522.45,-0.026093,41.12,0.05786,supercritical
735.9,10,50.848,0.019667,16.074,22.367,194.61,25.051,33.829,522.92,-0.028342,41.172,0.057946,supercritical
737.36,10,50.747,0.019706,16.111,22.417,194.67,25.062,33.838,523.39,-0.03058,41.224,0.058031,supercritical
738.82,10,50.647,0.019744,16.148,22.466,194.74,25.073,33.847,523.86,-0.032807,41.276,0.058116,supercritical
740.28,10,50.547,0.019783,16.185,22.516,194.81,25.084,33.855,524.33,-0.035022,41.329,0.058201,supercritical
741.74,10,50.448,0.019822,16.222,22.565,194.87,25.094,33.864,524.79,-0.037226,41.381,0.058286,supercritical
743.2,10,50.349,0.019861,16.259,22.614,194.94,25.105,33.872,525.26,-0.039419,41.433,0.058371,supercritical
744.66,10,50.251,0.0199,16.296,22.664,195.01,25.116,33.881,525.73,-0.041601,41.485,0.058456,supercritical
746.12,10,50.153,0.019939,16.333,22.713,195.07,25.126,33.89,526.19,-0.043772,41.537,0.058541,supercritical
747.58,10,50.055,0.019978,16.37,22.763,195.14,25.137,33.898,526.66,-0.045932,41.589,0.058626,supercritical
749.03,10,49.958,0.020017,16.407,22.812,195.21,25.148,33.907,527.12,-0.048081,41.641,0.058711,supercritical
750.49,10,49.861,0.020056,16.444,22.862,195.27,25.158,33.915,527.59,-0.05022,41.693,0.058796,supercritical
751.95,10,49.764,0.020095,16.481,22.911,195.34,25.169,33.924,528.05,-0.052347,41.744,0.058881,supercritical
753.41,10,49.668,0.020134,16.518,22.961,195.4,25.179,33.932,528.51,-0.054464,41.796,0.058965,supercritical
754.87,10,49.573,0.020172,16.555,23.01,195.47,25.19,33.941,528.98,-0.056571,41.848,0.05905,supercritical
756.33,10,49.477,0.020211,16.592,23.06,195.53,25.2,33.949,529.44,-0.058667,41.9,0.059135,supercritical
757.79,10,49.382,0.02025,16.63,23.109,195.6,25.211,33.958,529.9,-0.060752,41.951,0.05922,supercritical
759.25,10,49.288,0.020289,16.667,23.159,195.66,25.221,33.966,530.36,-0.062827,42.003,0.059304,supercritical
760.71,10,49.193,0.020328,16.704,23.208,195.73,25.232,33.975,530.82,-0.064892,42.054,0.059389,supercritical
762.17,10,49.099,0.020367,16.741,23.258,195.8,25.242,33.983,531.28,-0.066947,42.106,0.059474,supercritical
763.63,10,49.006,0.020406,16.778,23.308,195.86,25.252,33.991,531.74,-0.068992,42.157,0.059558,supercritical
765.09,10,48.913,0.020445,16.815,23.357,195.93,25.263,34,532.2,-0.071026,42.209,0.059643,supercritical
766.55,10,48.82,0.020483,16.852,23.407,195.99,25.273,34.008,532.66,-0.073051,42.26,0.059727,supercritical
768.01,10,48.728,0.020522,16.89,23.457,196.05,25.283,34.016,533.12,-0.075065,42.312,0.059812,supercritical
769.47,10,48.636,0.020561,16.927,23.506,196.12,25.293,34.025,533.58,-0.07707,42.363,0.059896,supercritical
770.93,10,48.544,0.0206,16.964,23.556,196.18,25.304,34.033,534.04,-0.079065,42.414,0.05998,supercritical
772.38,10,48.453,0.020639,17.001,23.606,196.25,25.314,34.041,534.49,-0.08105,42.466,0.060065,supercritical
773.84,10,48.362,0.020678,17.039,23.655,196.31,25.324,34.05,534.95,-0.083026,42.517,0.060149,supercritical
775.3,10,48.271,0.020716,17.076,23.705,196.38,25.334,34.058,535.41,-0.084992,42.568,0.060233,supercritical
776.76,10,48.181,0.020755,17.113,23.755,196.44,25.344,34.066,535.86,-0.086948,42.619,0.060318,supercritical
778.22,10,48.091,0.020794,17.15,23.804,196.5,25.354,34.075,536.32,-0.088895,42.67,0.060402,supercritical
779.68,10,48.001,0.020833,17.188,23.854,196.57,25.364,34.083,536.77,-0.090832,42.721,0.060486,supercritical
781.14,10,47.912,0.020872,17.225,23.904,196.63,25.374,34.091,537.23,-0.092761,42.772,0.06057,supercritical
782.6,10,47.823,0.020911,17.262,23.954,196.7,25.384,34.099,537.68,-0.094679,42.823,0.060654,supercritical
784.06,10,47.734,0.020949,17.3,24.003,196.76,25.394,34.108,538.14,-0.096589,42.874,0.060739,supercritical
785.52,10,47.646,0.020988,17.337,24.053,196.82,25.404,34.116,538.59,-0.09849,42.925,0.060823,supercritical
786.98,10,47.558,0.021027,17.375,24.103,196.89,25.414,34.124,539.04,-0.10038,42.976,0.060907,supercritical
788.44,10,47.471,0.021066,17.412,24.153,196.95,25.424,34.132,539.49,-0.10226,43.027,0.060991,supercritical
789.9,10,47.383,0.021104,17.449,24.203,197.01,25.434,34.14,539.95,-0.10414,43.077,0.061075,supercritical
791.36,10,47.296,0.021143,17.487,24.252,197.08,25.444,34.148,540.4,-0.106,43.128,0.061159,supercritical
792.82,10,47.21,0.021182,17.524,24.302,197.14,25.454,34.156,540.85,-0.10786,43.179,0.061243,supercritical
794.28,10,47.124,0.021221,17.562,24.352,197.2,25.463,34.164,541.3,-0.1097,43.23,0.061326,supercritical
795.74,10,47.038,0.02126,17.599,24.402,197.26,25.473,34.173,541.75,-0.11154,43.28,0.06141,supercritical
797.19,10,46.952,0.021298,17.637,24.452,197.33,25.483,34.181,542.2,-0.11337,43.331,0.061494,supercritical
798.65,10,46.867,0.021337,17.674,24.502,197.39,25.493,34.189,542.65,-0.11519,43.381,0.061578,supercritical
800.11,10,46.782,0.021376,17.712,24.552,197.45,25.502,34.197,543.1,-0.117,43.432,0.061662,supercritical
801.57,10,46.697,0.021415,17.749,24.602,197.51,25.512,34.205,543.55,-0.11881,43.482,0.061745,supercritical
803.03,10,46.613,0.021453,17.787,24.651,197.58,25.522,34.213,544,-0.1206,43.533,0.061829,supercritical
804.49,10,46.529,0.021492,17.824,24.701,197.64,25.531,34.221,544.44,-0.12239,43.583,0.061913,supercritical
805.95,10,46.445,0.021531,17.862,24.751,197.7,25.541,34.229,544.89,-0.12417,43.634,0.061996,supercritical
807.41,10,46.361,0.02157,17.899,24.801,197.76,25.55,34.237,545.34,-0.12594,43.684,0.06208,supercritical
808.87,10,46.278,0.021608,17.937,24.851,197.82,25.56,34.245,545.79,-0.1277,43.734,0.062163,supercritical
810.33,10,46.195,0.021647,17.974,24.901,197.89,25.569,34.252,546.23,-0.12945,43.784,0.062247,supercritical
811.79,10,46.113,0.021686,18.012,24.951,197.95,25.579,34.26,546.68,-0.1312,43.835,0.06233,supercritical
813.25,10,46.031,0.021725,18.05,25.001,198.01,25.588,34.268,547.12,-0.13294,43.885,0.062414,supercritical
814.71,10,45.949,0.021763,18.087,25.051,198.07,25.598,34.276,547.57,-0.13467,43.935,0.062497,supercritical
816.17,10,45.867,0.021802,18.125,25.101,198.13,25.607,34.284,548.01,-0.13639,43.985,0.062581,supercritical
817.63,10,45.786,0.021841,18.163,25.151,198.19,25.616,34.292,548.46,-0.1381,44.035,0.062664,supercritical
819.09,10,45.705,0.02188,18.2,25.201,198.25,25.626,34.3,548.9,-0.13981,44.085,0.062747,supercritical
820.55,10,45.624,0.021918,18.238,25.251,198.32,25.635,34.307,549.34,-0.1415,44.135,0.062831,supercritical
822,10,45.544,0.021957,18.276,25.302,198.38,25.644,34.315,549.79,-0.14319,44.185,0.062914,supercritical
823.46,10,45.464,0.021996,18.313,25.352,198.44,25.654,34.323,550.23,-0.14488,44.235,0.062997,supercritical
824.92,10,45.384,0.022034,18.351,25.402,198.5,25.663,34.331,550.67,-0.14655,44.285,0.06308,supercritical
826.38,10,45.304,0.022073,18.389,25.452,198.56,25.672,34.339,551.11,-0.14822,44.335,0.063164,supercritical
827.84,10,45.225,0.022112,18.426,25.502,198.62,25.681,34.346,551.55,-0.14988,44.384,0.063247,supercritical
829.3,10,45.146,0.02215,18.464,25.552,198.68,25.691,34.354,552,-0.15153,44.434,0.06333,supercritical
830.76,10,45.067,0.022189,18.502,25.602,198.74,25.7,34.362,552.44,-0.15317,44.484,0.063413,supercritical
832.22,10,44.989,0.022228,18.54,25.652,198.8,25.709,34.369,552.88,-0.15481,44.534,0.063496,supercritical
833.68,10,44.91,0.022267,18.577,25.703,198.86,25.718,34.377,553.32,-0.15644,44.583,0.063579,supercritical
835.14,10,44.833,0.022305,18.615,25.753,198.92,25.727,34.385,553.76,-0.15806,44.633,0.063662,supercritical
836.6,10,44.755,0.022344,18.653,25.803,198.98,25.736,34.392,554.2,-0.15967,44.683,0.063745,supercritical
838.06,10,44.678,0.022383,18.691,25.853,199.04,25.745,34.4,554.63,-0.16128,44.732,0.063828,supercritical
839.52,10,44.601,0.022421,18.729,25.903,199.1,25.754,34.407,555.07,-0.16288,44.782,0.063911,supercritical
840.98,10,44.524,0.02246,18.767,25.954,199.16,25.763,34.415,555.51,-0.16447,44.831,0.063994,supercritical
842.44,10,44.447,0.022499,18.804,26.004,199.22,25.772,34.423,555.95,-0.16606,44.881,0.064077,supercritical
843.9,10,44.371,0.022537,18.842,26.054,199.28,25.781,34.43,556.39,-0.16764,44.93,0.064159,supercritical
845.35,10,44.295,0.022576,18.88,26.104,199.34,25.79,34.438,556.82,-0.16921,44.979,0.064242,supercritical
846.81,10,44.219,0.022615,18.918,26.154,199.4,25.799,34.445,557.26,-0.17078,45.029,0.064325,supercritical
848.27,10,44.144,0.022653,18.956,26.205,199.46,25.808,34.453,557.69,-0.17233,45.078,0.064408,supercritical
849.73,10,44.069,0.022692,18.994,26.255,199.52,25.816,34.46,558.13,-0.17388,45.127,0.06449,supercritical
851.19,10,43.994,0.022731,19.032,26.305,199.58,25.825,34.468,558.57,-0.17543,45.177,0.064573,supercritical
852.65,10,43.919,0.022769,19.07,26.356,199.64,25.834,34.475,559,-0.17697,45.226,0.064656,supercritical
854.11,10,43.845,0.022808,19.108,26.406,199.69,25.843,34.483,559.44,-0.1785,45.275,0.064738,supercritical
855.57,10,43.771,0.022846,19.146,26.456,199.75,25.852,34.49,559.87,-0.18002,45.324,0.064821,supercritical
857.03,10,43.697,0.022885,19.184,26.507,199.81,25.86,34.497,560.3,-0.18154,45.373,0.064903,supercritical
858.49,10,43.623,0.022924,19.222,26.557,199.87,25.869,34.505,560.74,-0.18305,45.422,0.064986,supercritical
859.95,10,43.55,0.022962,19.26,26.607,199.93,25.878,34.512,561.17,-0.18455,45.471,0.065068,supercritical
861.41,10,43.476,0.023001,19.298,26.658,199.99,25.886,34.519,561.6,-0.18605,45.52,0.065151,supercritical
862.87,10,43.404,0.02304,19.336,26.708,200.05,25.895,34.527,562.04,-0.18754,45.569,0.065233,supercritical
864.33,10,43.331,0.023078,19.374,26.759,200.1,25.903,34.534,562.47,-0.18902,45.618,0.065316,supercritical
865.79,10,43.259,0.023117,19.412,26.809,200.16,25.912,34.541,562.9,-0.1905,45.667,0.065398,supercritical
867.25,10,43.186,0.023155,19.45,26.859,200.22,25.921,34.549,563.33,-0.19197,45.716,0.06548,supercritical
868.71,10,43.114,0.023194,19.488,26.91,200.28,25.929,34.556,563.76,-0.19343,45.765,0.065563,supercritical
870.16,10,43.043,0.023233,19.526,26.96,200.34,25.938,34.563,564.19,-0.19489,45.814,0.065645,supercritical
871.62,10,42.971,0.023271,19.564,27.011,200.39,25.946,34.571,564.62,-0.19635,45.863,0.065727,supercritical
873.08,10,42.9,0.02331,19.602,27.061,200.45,25.955,34.578,565.05,-0.19779,45.911,0.065809,supercritical
874.54,10,42.829,0.023349,19.64,27.112,200.51,25.963,34.585,565.48,-0.19923,45.96,0.065892,supercritical
876,10,42.759,0.023387,19.678,27.162,200.57,25.971,34.592,565.91,-0.20066,46.009,0.065974,supercritical
877.46,10,42.688,0.023426,19.717,27.213,200.63,25.98,34.599,566.34,-0.20209,46.057,0.066056,supercritical
878.92,10,42.618,0.023464,19.755,27.263,200.68,25.988,34.606,566.77,-0.20351,46.106,0.066138,supercritical
880.38,10,42.548,0.023503,19.793,27.314,200.74,25.996,34.614,567.2,-0.20493,46.154,0.06622,supercritical
881.84,10,42.478,0.023541,19.831,27.364,200.8,26.005,34.621,567.62,-0.20634,46.203,0.066302,supercritical
883.3,10,42.409,0.02358,19.869,27.415,200.86,26.013,34.628,568.05,-0.20774,46.252,0.066384,supercritical
884.76,10,42.339,0.023619,19.907,27.465,200.91,26.021,34.635,568.48,-0.20914,46.3,0.066466,supercritical
886.22,10,42.27,0.023657,19.946,27.516,200.97,26.03,34.642,568.91,-0.21053,46.348,0.066548,supercritical
887.68,10,42.202,0.023696,19.984,27.566,201.03,26.038,34.649,569.33,-0.21191,46.397,0.06663,supercritical
889.14,10,42.133,0.023734,20.022,27.617,201.08,26.046,34.656,569.76,-0.21329,46.445,0.066712,supercritical
890.6,10,42.065,0.023773,20.06,27.667,201.14,26.054,34.663,570.18,-0.21466,46.494,0.066794,supercritical
892.06,10,41.996,0.023812,20.099,27.718,201.2,26.062,34.67,570.61,-0.21603,46.542,0.066876,supercritical
893.52,10,41.928,0.02385,20.137,27.769,201.25,26.07,34.677,571.03,-0.21739,46.59,0.066957,supercritical
894.97,10,41.861,0.023889,20.175,27.819,201.31,26.079,34.684,571.46,-0.21875,46.638,0.067039,supercritical
896.43,10,41.793,0.023927,20.213,27.87,201.37,26.087,34.691,571.88,-0.2201,46.687,0.067121,supercritical
897.89,10,41.726,0.023966,20.252,27.92,201.42,26.095,34.698,572.31,-0.22145,46.735,0.067203,supercritical
899.35,10,41.659,0.024004,20.29,27.971,201.48,26.103,34.705,572.73,-0.22278,46.783,0.067284,supercritical
900.81,10,41.592,0.024043,20.328,28.022,201.54,26.111,34.712,573.15,-0.22412,46.831,0.067366,supercritical
902.27,10,41.526,0.024082,20.367,28.072,201.59,26.119,34.719,573.58,-0.22545,46.879,0.067448,supercritical
903.73,10,41.459,0.02412,20.405,28.123,201.65,26.127,34.726,574,-0.22677,46.927,0.067529,supercritical
905.19,10,41.393,0.024159,20.443,28.174,201.7,26.135,34.733,574.42,-0.22808,46.975,0.067611,supercritical
906.65,10,41.327,0.024197,20.482,28.224,201.76,26.143,34.74,574.84,-0.2294,47.023,0.067693,supercritical
908.11,10,41.261,0.024236,20.52,28.275,201.82,26.151,34.746,575.27,-0.2307,47.071,0.067774,supercritical
909.57,10,41.196,0.024274,20.558,28.326,201.87,26.159,34.753,575.69,-0.232,47.119,0.067856,supercritical
911.03,10,41.131,0.024313,20.597,28.377,201.93,26.166,34.76,576.11,-0.2333,47.167,0.067937,supercritical
912.49,10,41.065,0.024351,20.635,28.427,201.98,26.174,34.767,576.53,-0.23459,47.215,0.068019,supercritical
913.95,10,41.001,0.02439,20.674,28.478,202.04,26.182,34.774,576.95,-0.23587,47.263,0.0681,supercritical
915.41,10,40.936,0.024428,20.712,28.529,202.09,26.19,34.78,577.37,-0.23715,47.311,0.068181,supercritical
916.87,10,40.871,0.024467,20.75,28.58,202.15,26.198,34.787,577.79,-0.23843,47.358,0.068263,supercritical
918.32,10,40.807,0.024505,20.789,28.63,202.21,26.206,34.794,578.21,-0.23969,47.406,0.068344,supercritical
919.78,10,40.743,0.024544,20.827,28.681,202.26,26.213,34.801,578.63,-0.24096,47.454,0.068425,supercritical
921.24,10,40.679,0.024583,20.866,28.732,202.32,26.221,34.807,579.05,-0.24222,47.502,0.068507,supercritical
922.7,10,40.616,0.024621,20.904,28.783,202.37,26.229,34.814,579.46,-0.24347,47.549,0.068588,supercritical
924.16,10,40.552,0.02466,20.943,28.834,202.43,26.236,34.821,579.88,-0.24472,47.597,0.068669,supercritical
925.62,10,40.489,0.024698,20.981,28.884,202.48,26.244,34.827,580.3,-0.24596,47.644,0.06875,supercritical
927.08,10,40.426,0.024737,21.02,28.935,202.54,26.252,34.834,580.72,-0.2472,47.692,0.068832,supercritical
928.54,10,40.363,0.024775,21.058,28.986,202.59,26.259,34.841,581.13,-0.24843,47.74,0.068913,supercritical
930,10,40.3,0.024814,21.097,29.037,202.65,26.267,34.847,581.55,-0.24966,47.787,0.068994,supercritical
