Temperature (K)	Pressure (MPa)	Density (mol/l)	Volume (l/mol)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
1400.1	20.265	1.6689	0.59918	1058.3	1437.7	6.6037	0.87565	1.1417	718.61	-0.49429	62.558	0.094925	supercritical
1403.3	20.265	1.6652	0.60053	1061.1	1441.4	6.6063	0.87593	1.142	719.36	-0.49515	62.647	0.095089	supercritical
1406.6	20.265	1.6615	0.60187	1064	1445.1	6.6089	0.87621	1.1422	720.1	-0.49601	62.736	0.095253	supercritical
1409.8	20.265	1.6578	0.60322	1066.8	1448.9	6.6116	0.87648	1.1425	720.84	-0.49687	62.825	0.095417	supercritical
1413.1	20.265	1.6541	0.60456	1069.7	1452.6	6.6142	0.87676	1.1427	721.58	-0.49772	62.914	0.09558	supercritical
1416.3	20.265	1.6504	0.60591	1072.5	1456.3	6.6168	0.87703	1.143	722.32	-0.49857	63.003	0.095744	supercritical
1419.6	20.265	1.6468	0.60726	1075.4	1460	6.6194	0.8773	1.1432	723.06	-0.49941	63.092	0.095907	supercritical
1422.8	20.265	1.6431	0.6086	1078.2	1463.7	6.622	0.87758	1.1434	723.8	-0.50024	63.181	0.096071	supercritical
1426	20.265	1.6395	0.60995	1081.1	1467.4	6.6246	0.87785	1.1437	724.54	-0.50107	63.27	0.096234	supercritical
1429.3	20.265	1.6359	0.61129	1084	1471.1	6.6272	0.87812	1.1439	725.27	-0.5019	63.358	0.096398	supercritical
1432.5	20.265	1.6323	0.61264	1086.8	1474.8	6.6298	0.87839	1.1442	726.01	-0.50272	63.447	0.096561	supercritical
1435.8	20.265	1.6287	0.61398	1089.7	1478.5	6.6324	0.87866	1.1444	726.75	-0.50353	63.535	0.096724	supercritical
1439	20.265	1.6252	0.61533	1092.5	1482.2	6.635	0.87893	1.1446	727.48	-0.50435	63.624	0.096887	supercritical
1442.3	20.265	1.6216	0.61667	1095.4	1485.9	6.6376	0.8792	1.1449	728.21	-0.50515	63.712	0.09705	supercritical
1445.5	20.265	1.6181	0.61802	1098.3	1489.6	6.6401	0.87947	1.1451	728.95	-0.50595	63.8	0.097213	supercritical
1448.7	20.265	1.6146	0.61936	1101.1	1493.4	6.6427	0.87974	1.1453	729.68	-0.50675	63.889	0.097376	supercritical
1452	20.265	1.6111	0.62071	1104	1497.1	6.6453	0.88001	1.1456	730.41	-0.50754	63.977	0.097539	supercritical
1455.2	20.265	1.6076	0.62205	1106.8	1500.8	6.6478	0.88027	1.1458	731.14	-0.50833	64.065	0.097702	supercritical
1458.5	20.265	1.6041	0.6234	1109.7	1504.5	6.6504	0.88054	1.1461	731.87	-0.50911	64.153	0.097865	supercritical
1461.7	20.265	1.6007	0.62474	1112.6	1508.2	6.6529	0.88081	1.1463	732.6	-0.50989	64.241	0.098028	supercritical
1464.9	20.265	1.5972	0.62608	1115.4	1511.9	6.6555	0.88107	1.1465	733.32	-0.51067	64.329	0.098191	supercritical
1468.2	20.265	1.5938	0.62743	1118.3	1515.7	6.658	0.88134	1.1468	734.05	-0.51143	64.417	0.098353	supercritical
1471.4	20.265	1.5904	0.62877	1121.2	1519.4	6.6605	0.8816	1.147	734.78	-0.5122	64.505	0.098516	supercritical
1474.7	20.265	1.587	0.63012	1124	1523.1	6.6631	0.88186	1.1472	735.5	-0.51296	64.592	0.098678	supercritical
1477.9	20.265	1.5836	0.63146	1126.9	1526.8	6.6656	0.88213	1.1475	736.23	-0.51372	64.68	0.098841	supercritical
1481.2	20.265	1.5803	0.63281	1129.8	1530.5	6.6681	0.88239	1.1477	736.95	-0.51447	64.768	0.099003	supercritical
1484.4	20.265	1.5769	0.63415	1132.7	1534.3	6.6706	0.88265	1.1479	737.67	-0.51521	64.855	0.099166	supercritical
1487.6	20.265	1.5736	0.63549	1135.5	1538	6.6731	0.88292	1.1482	738.4	-0.51596	64.943	0.099328	supercritical
1490.9	20.265	1.5703	0.63684	1138.4	1541.7	6.6756	0.88318	1.1484	739.12	-0.5167	65.03	0.09949	supercritical
1494.1	20.265	1.567	0.63818	1141.3	1545.4	6.6781	0.88344	1.1487	739.84	-0.51743	65.118	0.099652	supercritical
1497.4	20.265	1.5637	0.63953	1144.1	1549.2	6.6806	0.8837	1.1489	740.56	-0.51816	65.205	0.099815	supercritical
1500.6	20.265	1.5604	0.64087	1147	1552.9	6.6831	0.88396	1.1491	741.28	-0.51889	65.293	0.099977	supercritical
1503.9	20.265	1.5571	0.64221	1149.9	1556.6	6.6856	0.88422	1.1494	741.99	-0.51961	65.38	0.10014	supercritical
1507.1	20.265	1.5539	0.64356	1152.8	1560.3	6.688	0.88448	1.1496	742.71	-0.52033	65.467	0.1003	supercritical
1510.3	20.265	1.5506	0.6449	1155.7	1564.1	6.6905	0.88474	1.1498	743.43	-0.52104	65.554	0.10046	supercritical
1513.6	20.265	1.5474	0.64624	1158.5	1567.8	6.693	0.885	1.15	744.14	-0.52175	65.641	0.10062	supercritical
1516.8	20.265	1.5442	0.64759	1161.4	1571.5	6.6954	0.88525	1.1503	744.86	-0.52245	65.728	0.10079	supercritical
1520.1	20.265	1.541	0.64893	1164.3	1575.3	6.6979	0.88551	1.1505	745.57	-0.52315	65.815	0.10095	supercritical
1523.3	20.265	1.5378	0.65027	1167.2	1579	6.7003	0.88577	1.1507	746.29	-0.52385	65.902	0.10111	supercritical
1526.6	20.265	1.5346	0.65162	1170	1582.7	6.7028	0.88603	1.151	747	-0.52455	65.989	0.10127	supercritical
1529.8	20.265	1.5315	0.65296	1172.9	1586.5	6.7052	0.88628	1.1512	747.71	-0.52523	66.076	0.10143	supercritical
1533	20.265	1.5283	0.6543	1175.8	1590.2	6.7077	0.88654	1.1514	748.42	-0.52592	66.163	0.10159	supercritical
1536.3	20.265	1.5252	0.65564	1178.7	1593.9	6.7101	0.88679	1.1517	749.13	-0.5266	66.249	0.10176	supercritical
1539.5	20.265	1.5221	0.65699	1181.6	1597.7	6.7125	0.88705	1.1519	749.84	-0.52728	66.336	0.10192	supercritical
1542.8	20.265	1.519	0.65833	1184.5	1601.4	6.715	0.88731	1.1521	750.55	-0.52795	66.422	0.10208	supercritical
1546	20.265	1.5159	0.65967	1187.4	1605.1	6.7174	0.88756	1.1524	751.26	-0.52862	66.509	0.10224	supercritical
1549.3	20.265	1.5128	0.66102	1190.2	1608.9	6.7198	0.88781	1.1526	751.97	-0.52929	66.595	0.1024	supercritical
1552.5	20.265	1.5098	0.66236	1193.1	1612.6	6.7222	0.88807	1.1528	752.68	-0.52995	66.682	0.10256	supercritical
1555.7	20.265	1.5067	0.6637	1196	1616.3	6.7246	0.88832	1.1531	753.38	-0.53061	66.768	0.10272	supercritical
1559	20.265	1.5037	0.66504	1198.9	1620.1	6.727	0.88857	1.1533	754.09	-0.53126	66.855	0.10289	supercritical
1562.2	20.265	1.5006	0.66639	1201.8	1623.8	6.7294	0.88883	1.1535	754.79	-0.53191	66.941	0.10305	supercritical
1565.5	20.265	1.4976	0.66773	1204.7	1627.6	6.7318	0.88908	1.1537	755.5	-0.53256	67.027	0.10321	supercritical
1568.7	20.265	1.4946	0.66907	1207.6	1631.3	6.7342	0.88933	1.154	756.2	-0.53321	67.113	0.10337	supercritical
1572	20.265	1.4916	0.67041	1210.5	1635	6.7366	0.88958	1.1542	756.9	-0.53385	67.199	0.10353	supercritical
1575.2	20.265	1.4886	0.67176	1213.4	1638.8	6.7389	0.88984	1.1544	757.6	-0.53448	67.285	0.10369	supercritical
1578.4	20.265	1.4857	0.6731	1216.3	1642.5	6.7413	0.89009	1.1547	758.3	-0.53511	67.371	0.10385	supercritical
1581.7	20.265	1.4827	0.67444	1219.2	1646.3	6.7437	0.89034	1.1549	759	-0.53574	67.457	0.10401	supercritical
1584.9	20.265	1.4798	0.67578	1222	1650	6.7461	0.89059	1.1551	759.7	-0.53637	67.543	0.10417	supercritical
1588.2	20.265	1.4768	0.67712	1224.9	1653.8	6.7484	0.89084	1.1553	760.4	-0.53699	67.629	0.10433	supercritical
1591.4	20.265	1.4739	0.67847	1227.8	1657.5	6.7508	0.89109	1.1556	761.1	-0.53761	67.715	0.10449	supercritical
1594.7	20.265	1.471	0.67981	1230.7	1661.3	6.7531	0.89134	1.1558	761.8	-0.53823	67.801	0.10466	supercritical
1597.9	20.265	1.4681	0.68115	1233.6	1665	6.7555	0.89159	1.156	762.49	-0.53884	67.886	0.10482	supercritical
1601.1	20.265	1.4652	0.68249	1236.5	1668.8	6.7578	0.89184	1.1563	763.19	-0.53945	67.972	0.10498	supercritical
1604.4	20.265	1.4623	0.68383	1239.4	1672.5	6.7602	0.89208	1.1565	763.89	-0.54005	68.058	0.10514	supercritical
1607.6	20.265	1.4595	0.68518	1242.3	1676.3	6.7625	0.89233	1.1567	764.58	-0.54065	68.143	0.1053	supercritical
1610.9	20.265	1.4566	0.68652	1245.2	1680	6.7648	0.89258	1.1569	765.27	-0.54125	68.229	0.10546	supercritical
1614.1	20.265	1.4538	0.68786	1248.1	1683.8	6.7672	0.89283	1.1572	765.97	-0.54184	68.314	0.10562	supercritical
1617.4	20.265	1.451	0.6892	1251	1687.5	6.7695	0.89308	1.1574	766.66	-0.54244	68.4	0.10578	supercritical
1620.6	20.265	1.4481	0.69054	1253.9	1691.3	6.7718	0.89332	1.1576	767.35	-0.54302	68.485	0.10594	supercritical
1623.8	20.265	1.4453	0.69188	1256.9	1695	6.7741	0.89357	1.1578	768.04	-0.54361	68.57	0.1061	supercritical
1627.1	20.265	1.4425	0.69322	1259.8	1698.8	6.7764	0.89382	1.1581	768.73	-0.54419	68.656	0.10626	supercritical
1630.3	20.265	1.4397	0.69457	1262.7	1702.5	6.7787	0.89406	1.1583	769.42	-0.54477	68.741	0.10642	supercritical
1633.6	20.265	1.437	0.69591	1265.6	1706.3	6.781	0.89431	1.1585	770.11	-0.54534	68.826	0.10658	supercritical
1636.8	20.265	1.4342	0.69725	1268.5	1710	6.7833	0.89456	1.1587	770.8	-0.54592	68.911	0.10674	supercritical
1640.1	20.265	1.4315	0.69859	1271.4	1713.8	6.7856	0.8948	1.159	771.49	-0.54649	68.996	0.1069	supercritical
1643.3	20.265	1.4287	0.69993	1274.3	1717.6	6.7879	0.89505	1.1592	772.17	-0.54705	69.081	0.10706	supercritical
1646.5	20.265	1.426	0.70127	1277.2	1721.3	6.7902	0.89529	1.1594	772.86	-0.54761	69.166	0.10722	supercritical
1649.8	20.265	1.4233	0.70261	1280.1	1725.1	6.7925	0.89554	1.1596	773.54	-0.54817	69.251	0.10738	supercritical
1653	20.265	1.4205	0.70395	1283	1728.8	6.7947	0.89578	1.1599	774.23	-0.54873	69.336	0.10754	supercritical
1656.3	20.265	1.4178	0.7053	1285.9	1732.6	6.797	0.89603	1.1601	774.91	-0.54928	69.421	0.1077	supercritical
1659.5	20.265	1.4152	0.70664	1288.9	1736.4	6.7993	0.89627	1.1603	775.6	-0.54983	69.506	0.10786	supercritical
1662.8	20.265	1.4125	0.70798	1291.8	1740.1	6.8016	0.89652	1.1605	776.28	-0.55038	69.59	0.10802	supercritical
1666	20.265	1.4098	0.70932	1294.7	1743.9	6.8038	0.89676	1.1608	776.96	-0.55092	69.675	0.10818	supercritical
1669.2	20.265	1.4071	0.71066	1297.6	1747.7	6.8061	0.897	1.161	777.64	-0.55146	69.76	0.10834	supercritical
1672.5	20.265	1.4045	0.712	1300.5	1751.4	6.8083	0.89725	1.1612	778.32	-0.552	69.844	0.1085	supercritical
1675.7	20.265	1.4019	0.71334	1303.4	1755.2	6.8106	0.89749	1.1614	779	-0.55254	69.929	0.10866	supercritical
1679	20.265	1.3992	0.71468	1306.3	1759	6.8128	0.89773	1.1617	779.68	-0.55307	70.013	0.10881	supercritical
1682.2	20.265	1.3966	0.71602	1309.3	1762.7	6.8151	0.89798	1.1619	780.36	-0.5536	70.098	0.10897	supercritical
1685.5	20.265	1.394	0.71736	1312.2	1766.5	6.8173	0.89822	1.1621	781.04	-0.55413	70.182	0.10913	supercritical
1688.7	20.265	1.3914	0.7187	1315.1	1770.3	6.8195	0.89846	1.1623	781.72	-0.55465	70.267	0.10929	supercritical
1691.9	20.265	1.3888	0.72004	1318	1774	6.8218	0.8987	1.1626	782.39	-0.55517	70.351	0.10945	supercritical
1695.2	20.265	1.3862	0.72138	1320.9	1777.8	6.824	0.89895	1.1628	783.07	-0.55569	70.435	0.10961	supercritical
1698.4	20.265	1.3837	0.72272	1323.9	1781.6	6.8262	0.89919	1.163	783.74	-0.5562	70.52	0.10977	supercritical
1701.7	20.265	1.3811	0.72406	1326.8	1785.3	6.8284	0.89943	1.1632	784.42	-0.55671	70.604	0.10993	supercritical
1704.9	20.265	1.3785	0.7254	1329.7	1789.1	6.8306	0.89967	1.1635	785.09	-0.55722	70.688	0.11009	supercritical
1708.2	20.265	1.376	0.72674	1332.6	1792.9	6.8329	0.89991	1.1637	785.76	-0.55773	70.772	0.11025	supercritical
1711.4	20.265	1.3735	0.72808	1335.6	1796.7	6.8351	0.90015	1.1639	786.44	-0.55823	70.856	0.11041	supercritical
1714.6	20.265	1.3709	0.72942	1338.5	1800.4	6.8373	0.90039	1.1641	787.11	-0.55873	70.94	0.11057	supercritical
1717.9	20.265	1.3684	0.73076	1341.4	1804.2	6.8395	0.90063	1.1644	787.78	-0.55923	71.024	0.11072	supercritical
1721.1	20.265	1.3659	0.7321	1344.3	1808	6.8417	0.90087	1.1646	788.45	-0.55973	71.108	0.11088	supercritical
1724.4	20.265	1.3634	0.73344	1347.3	1811.8	6.8439	0.90111	1.1648	789.12	-0.56022	71.192	0.11104	supercritical
1727.6	20.265	1.3609	0.73478	1350.2	1815.5	6.846	0.90135	1.165	789.79	-0.56071	71.276	0.1112	supercritical
1730.9	20.265	1.3585	0.73612	1353.1	1819.3	6.8482	0.90159	1.1653	790.46	-0.5612	71.36	0.11136	supercritical
1734.1	20.265	1.356	0.73746	1356.1	1823.1	6.8504	0.90183	1.1655	791.13	-0.56168	71.443	0.11152	supercritical
1737.3	20.265	1.3535	0.7388	1359	1826.9	6.8526	0.90207	1.1657	791.8	-0.56216	71.527	0.11168	supercritical
1740.6	20.265	1.3511	0.74014	1361.9	1830.7	6.8548	0.90231	1.1659	792.46	-0.56264	71.611	0.11184	supercritical
1743.8	20.265	1.3486	0.74148	1364.9	1834.4	6.8569	0.90255	1.1661	793.13	-0.56312	71.695	0.11199	supercritical
1747.1	20.265	1.3462	0.74282	1367.8	1838.2	6.8591	0.90279	1.1664	793.79	-0.56359	71.778	0.11215	supercritical
1750.3	20.265	1.3438	0.74416	1370.7	1842	6.8613	0.90303	1.1666	794.46	-0.56407	71.862	0.11231	supercritical
1753.6	20.265	1.3414	0.7455	1373.7	1845.8	6.8634	0.90327	1.1668	795.12	-0.56453	71.945	0.11247	supercritical
1756.8	20.265	1.339	0.74684	1376.6	1849.6	6.8656	0.90351	1.167	795.79	-0.565	72.029	0.11263	supercritical
1760	20.265	1.3366	0.74818	1379.5	1853.4	6.8677	0.90375	1.1673	796.45	-0.56547	72.112	0.11279	supercritical
1763.3	20.265	1.3342	0.74952	1382.5	1857.1	6.8699	0.90398	1.1675	797.11	-0.56593	72.196	0.11294	supercritical
1766.5	20.265	1.3318	0.75086	1385.4	1860.9	6.872	0.90422	1.1677	797.77	-0.56639	72.279	0.1131	supercritical
1769.8	20.265	1.3294	0.7522	1388.3	1864.7	6.8742	0.90446	1.1679	798.44	-0.56684	72.362	0.11326	supercritical
1773	20.265	1.3271	0.75354	1391.3	1868.5	6.8763	0.9047	1.1681	799.1	-0.5673	72.446	0.11342	supercritical
1776.3	20.265	1.3247	0.75488	1394.2	1872.3	6.8784	0.90494	1.1684	799.76	-0.56775	72.529	0.11358	supercritical
1779.5	20.265	1.3224	0.75622	1397.2	1876.1	6.8806	0.90517	1.1686	800.42	-0.5682	72.612	0.11374	supercritical
1782.7	20.265	1.32	0.75756	1400.1	1879.9	6.8827	0.90541	1.1688	801.07	-0.56864	72.695	0.11389	supercritical
1786	20.265	1.3177	0.7589	1403	1883.7	6.8848	0.90565	1.169	801.73	-0.56909	72.778	0.11405	supercritical
1789.2	20.265	1.3154	0.76024	1406	1887.5	6.8869	0.90588	1.1693	802.39	-0.56953	72.862	0.11421	supercritical
1792.5	20.265	1.3131	0.76158	1408.9	1891.2	6.8891	0.90612	1.1695	803.05	-0.56997	72.945	0.11437	supercritical
1795.7	20.265	1.3108	0.76292	1411.9	1895	6.8912	0.90636	1.1697	803.7	-0.57041	73.028	0.11453	supercritical
1799	20.265	1.3085	0.76425	1414.8	1898.8	6.8933	0.90659	1.1699	804.36	-0.57084	73.111	0.11468	supercritical
1802.2	20.265	1.3062	0.76559	1417.8	1902.6	6.8954	0.90683	1.1701	805.01	-0.57127	73.194	0.11484	supercritical
1805.4	20.265	1.3039	0.76693	1420.7	1906.4	6.8975	0.90707	1.1704	805.67	-0.5717	73.276	0.115	supercritical
1808.7	20.265	1.3016	0.76827	1423.7	1910.2	6.8996	0.9073	1.1706	806.32	-0.57213	73.359	0.11516	supercritical
1811.9	20.265	1.2994	0.76961	1426.6	1914	6.9017	0.90754	1.1708	806.97	-0.57256	73.442	0.11531	supercritical
1815.2	20.265	1.2971	0.77095	1429.6	1917.8	6.9038	0.90777	1.171	807.63	-0.57298	73.525	0.11547	supercritical
1818.4	20.265	1.2949	0.77229	1432.5	1921.6	6.9059	0.90801	1.1713	808.28	-0.5734	73.608	0.11563	supercritical
1821.6	20.265	1.2926	0.77363	1435.5	1925.4	6.908	0.90825	1.1715	808.93	-0.57382	73.69	0.11579	supercritical
1824.9	20.265	1.2904	0.77497	1438.4	1929.2	6.9101	0.90848	1.1717	809.58	-0.57423	73.773	0.11595	supercritical
1828.1	20.265	1.2882	0.7763	1441.4	1933	6.9121	0.90872	1.1719	810.23	-0.57465	73.856	0.1161	supercritical
1831.4	20.265	1.2859	0.77764	1444.3	1936.8	6.9142	0.90895	1.1721	810.88	-0.57506	73.938	0.11626	supercritical
1834.6	20.265	1.2837	0.77898	1447.3	1940.6	6.9163	0.90919	1.1724	811.53	-0.57547	74.021	0.11642	supercritical
1837.9	20.265	1.2815	0.78032	1450.2	1944.4	6.9184	0.90942	1.1726	812.18	-0.57588	74.103	0.11657	supercritical
1841.1	20.265	1.2793	0.78166	1453.2	1948.2	6.9204	0.90966	1.1728	812.83	-0.57628	74.186	0.11673	supercritical
1844.3	20.265	1.2771	0.783	1456.1	1952	6.9225	0.90989	1.173	813.47	-0.57669	74.268	0.11689	supercritical
1847.6	20.265	1.275	0.78434	1459.1	1955.8	6.9245	0.91012	1.1732	814.12	-0.57709	74.351	0.11705	supercritical
1850.8	20.265	1.2728	0.78568	1462.1	1959.6	6.9266	0.91036	1.1735	814.77	-0.57748	74.433	0.1172	supercritical
1854.1	20.265	1.2706	0.78701	1465	1963.4	6.9287	0.91059	1.1737	815.41	-0.57788	74.516	0.11736	supercritical
1857.3	20.265	1.2685	0.78835	1468	1967.2	6.9307	0.91083	1.1739	816.06	-0.57828	74.598	0.11752	supercritical
1860.6	20.265	1.2663	0.78969	1470.9	1971	6.9328	0.91106	1.1741	816.7	-0.57867	74.68	0.11768	supercritical
1863.8	20.265	1.2642	0.79103	1473.9	1974.9	6.9348	0.9113	1.1743	817.35	-0.57906	74.762	0.11783	supercritical
1867	20.265	1.262	0.79237	1476.8	1978.7	6.9368	0.91153	1.1746	817.99	-0.57945	74.845	0.11799	supercritical
1870.3	20.265	1.2599	0.79371	1479.8	1982.5	6.9389	0.91176	1.1748	818.63	-0.57983	74.927	0.11815	supercritical
1873.5	20.265	1.2578	0.79504	1482.8	1986.3	6.9409	0.912	1.175	819.27	-0.58022	75.009	0.1183	supercritical
1876.8	20.265	1.2557	0.79638	1485.7	1990.1	6.9429	0.91223	1.1752	819.92	-0.5806	75.091	0.11846	supercritical
1880	20.265	1.2536	0.79772	1488.7	1993.9	6.945	0.91246	1.1755	820.56	-0.58098	75.173	0.11862	supercritical
1883.3	20.265	1.2515	0.79906	1491.7	1997.7	6.947	0.9127	1.1757	821.2	-0.58136	75.255	0.11878	supercritical
1886.5	20.265	1.2494	0.8004	1494.6	2001.5	6.949	0.91293	1.1759	821.84	-0.58173	75.337	0.11893	supercritical
1889.7	20.265	1.2473	0.80174	1497.6	2005.3	6.951	0.91316	1.1761	822.48	-0.58211	75.419	0.11909	supercritical
1893	20.265	1.2452	0.80307	1500.6	2009.2	6.9531	0.91339	1.1763	823.11	-0.58248	75.501	0.11925	supercritical
1896.2	20.265	1.2431	0.80441	1503.5	2013	6.9551	0.91363	1.1766	823.75	-0.58285	75.583	0.1194	supercritical
1899.5	20.265	1.2411	0.80575	1506.5	2016.8	6.9571	0.91386	1.1768	824.39	-0.58322	75.665	0.11956	supercritical
1902.7	20.265	1.239	0.80709	1509.5	2020.6	6.9591	0.91409	1.177	825.03	-0.58358	75.747	0.11972	supercritical
1906	20.265	1.237	0.80843	1512.4	2024.4	6.9611	0.91432	1.1772	825.66	-0.58395	75.828	0.11987	supercritical
1909.2	20.265	1.2349	0.80976	1515.4	2028.2	6.9631	0.91456	1.1774	826.3	-0.58431	75.91	0.12003	supercritical
1912.4	20.265	1.2329	0.8111	1518.4	2032.1	6.9651	0.91479	1.1777	826.93	-0.58467	75.992	0.12019	supercritical
1915.7	20.265	1.2309	0.81244	1521.4	2035.9	6.9671	0.91502	1.1779	827.57	-0.58503	76.074	0.12034	supercritical
1918.9	20.265	1.2288	0.81378	1524.3	2039.7	6.9691	0.91525	1.1781	828.2	-0.58538	76.155	0.1205	supercritical
1922.2	20.265	1.2268	0.81512	1527.3	2043.5	6.9711	0.91548	1.1783	828.84	-0.58574	76.237	0.12066	supercritical
1925.4	20.265	1.2248	0.81645	1530.3	2047.3	6.9731	0.91571	1.1785	829.47	-0.58609	76.319	0.12081	supercritical
1928.7	20.265	1.2228	0.81779	1533.2	2051.2	6.975	0.91595	1.1788	830.1	-0.58644	76.4	0.12097	supercritical
1931.9	20.265	1.2208	0.81913	1536.2	2055	6.977	0.91618	1.179	830.74	-0.58679	76.482	0.12113	supercritical
1935.1	20.265	1.2188	0.82047	1539.2	2058.8	6.979	0.91641	1.1792	831.37	-0.58714	76.563	0.12128	supercritical
1938.4	20.265	1.2168	0.8218	1542.2	2062.6	6.981	0.91664	1.1794	832	-0.58748	76.645	0.12144	supercritical
1941.6	20.265	1.2149	0.82314	1545.2	2066.5	6.9829	0.91687	1.1796	832.63	-0.58782	76.726	0.12159	supercritical
1944.9	20.265	1.2129	0.82448	1548.1	2070.3	6.9849	0.9171	1.1799	833.26	-0.58817	76.807	0.12175	supercritical
1948.1	20.265	1.2109	0.82582	1551.1	2074.1	6.9869	0.91733	1.1801	833.89	-0.58851	76.889	0.12191	supercritical
1951.4	20.265	1.209	0.82716	1554.1	2077.9	6.9888	0.91756	1.1803	834.52	-0.58884	76.97	0.12206	supercritical
1954.6	20.265	1.207	0.82849	1557.1	2081.8	6.9908	0.91779	1.1805	835.14	-0.58918	77.051	0.12222	supercritical
1957.8	20.265	1.2051	0.82983	1560.1	2085.6	6.9928	0.91802	1.1807	835.77	-0.58951	77.133	0.12238	supercritical
1961.1	20.265	1.2031	0.83117	1563	2089.4	6.9947	0.91825	1.1809	836.4	-0.58985	77.214	0.12253	supercritical
1964.3	20.265	1.2012	0.83251	1566	2093.2	6.9967	0.91848	1.1812	837.03	-0.59018	77.295	0.12269	supercritical
1967.6	20.265	1.1993	0.83384	1569	2097.1	6.9986	0.91871	1.1814	837.65	-0.59051	77.376	0.12284	supercritical
1970.8	20.265	1.1973	0.83518	1572	2100.9	7.0006	0.91894	1.1816	838.28	-0.59083	77.458	0.123	supercritical
1974.1	20.265	1.1954	0.83652	1575	2104.7	7.0025	0.91917	1.1818	838.9	-0.59116	77.539	0.12316	supercritical
1977.3	20.265	1.1935	0.83786	1578	2108.6	7.0044	0.9194	1.182	839.53	-0.59148	77.62	0.12331	supercritical
1980.5	20.265	1.1916	0.83919	1580.9	2112.4	7.0064	0.91963	1.1823	840.15	-0.5918	77.701	0.12347	supercritical
1983.8	20.265	1.1897	0.84053	1583.9	2116.2	7.0083	0.91986	1.1825	840.77	-0.59213	77.782	0.12362	supercritical
1987	20.265	1.1878	0.84187	1586.9	2120.1	7.0102	0.92009	1.1827	841.4	-0.59244	77.863	0.12378	supercritical
1990.3	20.265	1.186	0.8432	1589.9	2123.9	7.0122	0.92032	1.1829	842.02	-0.59276	77.944	0.12394	supercritical
1993.5	20.265	1.1841	0.84454	1592.9	2127.7	7.0141	0.92055	1.1831	842.64	-0.59308	78.025	0.12409	supercritical
1996.8	20.265	1.1822	0.84588	1595.9	2131.6	7.016	0.92078	1.1834	843.26	-0.59339	78.106	0.12425	supercritical
2000	20.265	1.1803	0.84722	1598.9	2135.4	7.0179	0.92101	1.1836	843.88	-0.5937	78.187	0.1244	supercritical
