Temperature (K),Pressure (MPa),Density (mol/l),Volume (l/mol),Internal Energy (kJ/kg),Enthalpy (kJ/kg),Entropy (J/g*K),Cv (J/g*K),Cp (J/g*K),Sound Spd. (m/s),Joule-Thomson (K/MPa),Viscosity (uPa*s),Therm. Cond. (W/m*K),Phase
919.47,20.265,2.5419,0.3934,9214,13169,47.919,10.79,14.884,2384.6,-0.58236,19.526,0.43816,supercritical
921.12,20.265,2.5376,0.39407,9231.7,13193,47.946,10.792,14.886,2386.5,-0.58237,19.55,0.43879,supercritical
922.76,20.265,2.5333,0.39475,9249.4,13218,47.972,10.794,14.888,2388.4,-0.58237,19.575,0.43942,supercritical
924.4,20.265,2.529,0.39542,9267.2,13242,47.999,10.797,14.891,2390.2,-0.58237,19.599,0.44005,supercritical
926.05,20.265,2.5247,0.39609,9284.9,13267,48.025,10.799,14.893,2392.1,-0.58237,19.624,0.44068,supercritical
927.69,20.265,2.5204,0.39676,9302.6,13291,48.052,10.802,14.895,2394,-0.58237,19.648,0.44131,supercritical
929.33,20.265,2.5161,0.39743,9320.3,13316,48.078,10.804,14.898,2395.8,-0.58237,19.672,0.44193,supercritical
930.98,20.265,2.5119,0.39811,9338.1,13340,48.104,10.806,14.9,2397.7,-0.58237,19.697,0.44256,supercritical
932.62,20.265,2.5077,0.39878,9355.8,13365,48.131,10.809,14.902,2399.5,-0.58237,19.721,0.44319,supercritical
934.26,20.265,2.5034,0.39945,9373.5,13389,48.157,10.811,14.905,2401.4,-0.58236,19.746,0.44382,supercritical
935.91,20.265,2.4992,0.40012,9391.3,13414,48.183,10.813,14.907,2403.2,-0.58236,19.77,0.44445,supercritical
937.55,20.265,2.4951,0.40079,9409,13438,48.209,10.816,14.909,2405.1,-0.58235,19.794,0.44508,supercritical
939.19,20.265,2.4909,0.40147,9426.8,13463,48.235,10.818,14.912,2406.9,-0.58235,19.819,0.44571,supercritical
940.84,20.265,2.4867,0.40214,9444.5,13487,48.261,10.821,14.914,2408.8,-0.58234,19.843,0.44634,supercritical
942.48,20.265,2.4826,0.40281,9462.3,13512,48.287,10.823,14.916,2410.6,-0.58233,19.867,0.44697,supercritical
944.12,20.265,2.4784,0.40348,9480,13536,48.313,10.825,14.919,2412.5,-0.58232,19.892,0.4476,supercritical
945.77,20.265,2.4743,0.40415,9497.8,13561,48.339,10.828,14.921,2414.3,-0.58231,19.916,0.44823,supercritical
947.41,20.265,2.4702,0.40482,9515.6,13585,48.365,10.83,14.923,2416.1,-0.5823,19.94,0.44886,supercritical
949.05,20.265,2.4661,0.4055,9533.3,13610,48.391,10.833,14.926,2418,-0.58228,19.965,0.4495,supercritical
950.7,20.265,2.462,0.40617,9551.1,13634,48.417,10.835,14.928,2419.8,-0.58227,19.989,0.45013,supercritical
952.34,20.265,2.458,0.40684,9568.9,13659,48.443,10.838,14.931,2421.6,-0.58225,20.013,0.45076,supercritical
953.98,20.265,2.4539,0.40751,9586.7,13683,48.468,10.84,14.933,2423.5,-0.58224,20.038,0.45139,supercritical
955.63,20.265,2.4499,0.40818,9604.5,13708,48.494,10.843,14.936,2425.3,-0.58222,20.062,0.45202,supercritical
957.27,20.265,2.4459,0.40886,9622.3,13732,48.52,10.845,14.938,2427.1,-0.5822,20.086,0.45266,supercritical
958.91,20.265,2.4418,0.40953,9640.1,13757,48.545,10.848,14.941,2428.9,-0.58219,20.11,0.45329,supercritical
960.56,20.265,2.4378,0.4102,9657.9,13781,48.571,10.85,14.943,2430.8,-0.58217,20.134,0.45392,supercritical
962.2,20.265,2.4339,0.41087,9675.7,13806,48.597,10.853,14.945,2432.6,-0.58214,20.159,0.45455,supercritical
963.85,20.265,2.4299,0.41154,9693.5,13831,48.622,10.855,14.948,2434.4,-0.58212,20.183,0.45519,supercritical
965.49,20.265,2.4259,0.41221,9711.3,13855,48.648,10.858,14.95,2436.2,-0.5821,20.207,0.45582,supercritical
967.13,20.265,2.422,0.41289,9729.1,13880,48.673,10.86,14.953,2438,-0.58208,20.231,0.45645,supercritical
968.78,20.265,2.418,0.41356,9746.9,13904,48.698,10.863,14.955,2439.8,-0.58205,20.255,0.45709,supercritical
970.42,20.265,2.4141,0.41423,9764.8,13929,48.724,10.865,14.958,2441.7,-0.58203,20.28,0.45772,supercritical
972.06,20.265,2.4102,0.4149,9782.6,13953,48.749,10.868,14.96,2443.5,-0.582,20.304,0.45836,supercritical
973.71,20.265,2.4063,0.41557,9800.4,13978,48.774,10.871,14.963,2445.3,-0.58197,20.328,0.45899,supercritical
975.35,20.265,2.4024,0.41625,9818.3,14003,48.8,10.873,14.966,2447.1,-0.58195,20.352,0.45963,supercritical
976.99,20.265,2.3986,0.41692,9836.1,14027,48.825,10.876,14.968,2448.9,-0.58192,20.376,0.46026,supercritical
978.64,20.265,2.3947,0.41759,9854,14052,48.85,10.878,14.971,2450.7,-0.58189,20.4,0.4609,supercritical
980.28,20.265,2.3909,0.41826,9871.8,14076,48.875,10.881,14.973,2452.5,-0.58186,20.424,0.46153,supercritical
981.92,20.265,2.387,0.41893,9889.7,14101,48.9,10.884,14.976,2454.3,-0.58183,20.448,0.46217,supercritical
983.57,20.265,2.3832,0.4196,9907.5,14126,48.925,10.886,14.978,2456.1,-0.58179,20.472,0.4628,supercritical
985.21,20.265,2.3794,0.42028,9925.4,14150,48.95,10.889,14.981,2457.9,-0.58176,20.496,0.46344,supercritical
986.85,20.265,2.3756,0.42095,9943.3,14175,48.975,10.891,14.983,2459.7,-0.58172,20.52,0.46407,supercritical
988.5,20.265,2.3718,0.42162,9961.1,14200,49,10.894,14.986,2461.5,-0.58169,20.544,0.46471,supercritical
990.14,20.265,2.368,0.42229,9979,14224,49.025,10.897,14.989,2463.3,-0.58165,20.569,0.46535,supercritical
991.78,20.265,2.3643,0.42296,9996.9,14249,49.05,10.899,14.991,2465.1,-0.58162,20.593,0.46598,supercritical
993.43,20.265,2.3605,0.42363,10015,14273,49.075,10.902,14.994,2466.8,-0.58158,20.617,0.46662,supercritical
995.07,20.265,2.3568,0.42431,10033,14298,49.099,10.905,14.997,2468.6,-0.58154,20.641,0.46726,supercritical
996.71,20.265,2.3531,0.42498,10051,14323,49.124,10.907,14.999,2470.4,-0.5815,20.665,0.4679,supercritical
998.36,20.265,2.3494,0.42565,10068,14347,49.149,10.91,15.002,2472.2,-0.58146,20.688,0.46853,supercritical
1000,20.265,2.3456,0.42632,10086,14372,49.174,10.913,15.004,2474,-0.58142,20.712,0.46917,supercritical
