x_mm,r_mm
115.86914,69.27303
116.06914,69.31564
116.26914,69.35818
116.46914,69.40063
116.66914,69.44300
116.86914,69.48530
117.06914,69.52751
117.26914,69.56965
117.46914,69.61172
117.66914,69.65370
117.86914,69.69560
118.06914,69.73743
118.26914,69.77918
118.46914,69.82085
118.66914,69.86245
118.86914,69.90396
119.06914,69.94540
119.26914,69.98677
119.46914,70.02805
119.66914,70.06926
119.86914,70.11039
120.06914,70.15145
120.26914,70.19243
120.46914,70.23333
120.66914,70.27416
120.86914,70.31491
121.06914,70.35558
121.26914,70.39618
121.46914,70.43670
121.66914,70.47714
121.86914,70.51751
122.06914,70.55781
122.26914,70.59802
122.46914,70.63817
122.66914,70.67823
122.86914,70.71823
123.06914,70.75814
123.26914,70.79798
123.46914,70.83775
123.66914,70.87744
123.86914,70.91706
124.06914,70.95660
124.26914,70.99607
124.46914,71.03546
124.66914,71.07478
124.86914,71.11402
125.06914,71.15319
125.26914,71.19229
125.46914,71.23131
125.66914,71.27026
125.86914,71.30913
126.06914,71.34793
126.26914,71.38666
126.46914,71.42531
126.66914,71.46389
126.86914,71.50240
127.06914,71.54083
127.26914,71.57919
127.46914,71.61748
127.66914,71.65569
127.86914,71.69383
128.06914,71.73190
128.26914,71.76990
128.46914,71.80782
128.66914,71.84567
128.86914,71.88345
129.06914,71.92115
129.26914,71.95879
129.46914,71.99635
129.66914,72.03384
129.86914,72.07126
130.06914,72.10860
130.26914,72.14588
130.46914,72.18308
130.66914,72.22021
130.86914,72.25727
131.06914,72.29426
131.26914,72.33117
131.46914,72.36802
131.66914,72.40479
131.86914,72.44149
132.06914,72.47813
132.26914,72.51469
132.46914,72.55118
132.66914,72.58760
132.86914,72.62395
133.06914,72.66023
133.26914,72.69644
133.46914,72.73257
133.66914,72.76864
133.86914,72.80464
134.06914,72.84057
134.26914,72.87643
134.46914,72.91221
134.66914,72.94793
134.86914,72.98358
135.06914,73.01916
135.26914,73.05467
135.46914,73.09011
135.66914,73.12548
135.86914,73.16078
